text,label
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab ",neutral
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe ,positive
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 ",positive
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout ,positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 ",positive
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian miner",positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn ,positive
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes ,positive
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services ",neutral
"`` Soon after , the collisions started . '",neutral
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia ",neutral
The use case dramatically narrows if you go only with the hot s Ltd,neutral
"If Honkarakenne starts production there , it will need a partner for sawmill operations ",neutral
` By separating side businesses we will be able to faster expand and develop Tapro retail network ,positive
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely ",positive
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market ,positive
Orion Pharma 's operating profit increased by 42.5 % from 2004 ,positive
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals ",positive
Olli-Pekka Kallasvuo was elected as vice chairman of the Board ,neutral
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 ,negative
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ",negative
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said ",negative
The real estate company posted a net loss of +�  x201a -� 59.3 million +�  x201a -� 0.21 per share compared with a net profit of +�  x201a -� 31 million +�  x201a -� 0.11 per share for the corresponding quarter of 2007 ,negative
"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur ",neutral
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn ,positive
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services ",neutral
The value of the contract is about EUR 27mn ,neutral
"Profit per share was EUR 1.03 , up from EUR 0.87 ",positive
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 ",negative
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago ,positive
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ",neutral
The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction ,neutral
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year ",positive
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 ,positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 ,positive
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas ,neutral
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak ",positive
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger ",neutral
The share subscription period will expire on 30 September 2007 ,neutral
No financial details were available ,neutral
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees ",neutral
"Also , a six-year historic analysis is provided for this market ",neutral
"According to CEO Hannu Syrj+�nen , a new common name and visual identity is required as the group has grown and internationalised ",neutral
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden ,neutral
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art ",neutral
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap ",neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 ,neutral
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore ,neutral
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A ",neutral
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ",neutral
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape ",neutral
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations ",neutral
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive ",positive
The company may at any time have in its possession one tenth of all its shares at the maximum ,neutral
"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools ",negative
The net sales of the Power Plants business were EUR 710.3 million in 2005 ,neutral
"Originally posted to the PCMag.com security blog , Security Watch ",neutral
Viking Line manages well with its current ferries ,positive
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 ",positive
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group ",positive
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge ",neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 ",neutral
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT ",neutral
The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million ,neutral
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) ",neutral
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February ",positive
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ",negative
The acquisition is expected to improve access to chrome ore resources in Turkey ,positive
A total of 140 jobs will be reduced at the Raahe Steel Works ,negative
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 ,positive
Earnings per share were EUR -0.04 -0.06 ,neutral
"The total investment necessary will be EUR40m , the company estimated ",neutral
Arena Partners Oy is a development company for electronic business ,neutral
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) ",neutral
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 ,negative
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators ",positive
The credit covers approximately 70 % of the ship 's price ,neutral
"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 ",positive
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 ,neutral
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production ,neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces ,negative
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers ",neutral
Rapala Fishing Frenzy 2009 ,neutral
"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland ",neutral
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said ",positive
The company expects net sales to significantly increase from 2009 ,positive
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ",neutral
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank ",neutral
More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide ,positive
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News ",neutral
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 ,neutral
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world ",neutral
The figure does not include food exports from Finland ,neutral
Efficiency programs totalling 100 million euros are under way in Finnair ,positive
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline ",neutral
"Tyrv+�inen is of the opinion that the airline has been repeating this for some time already , however ",neutral
Autotank Group is part of Aspo 's Systems Division ,neutral
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 ",positive
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ",positive
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers ",negative
The insurance division turned a EUR120m profit ,neutral
In 2007 Etteplan reported a turnover of EUR125 .2 m,neutral
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn ",neutral
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said ",positive
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics ,neutral
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company ",neutral
The customer is cooperative retailer Osuuskauppa Suur-Savo ,neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October ",neutral
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program ",neutral
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption ,neutral
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) ",neutral
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population ,positive
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt ",negative
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year ",positive
"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years ",positive
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com ",neutral
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year ",positive
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m ,positive
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake ",neutral
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia ,neutral
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ",neutral
Central Europe is an important market area for Honka ,neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces ,negative
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems ",neutral
s already good position in the technical building services market in Ostrobothnia ,neutral
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China ",positive
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance ",neutral
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . '",positive
"The segment has an annual revenue of approximately EUR400m , the company said ",neutral
Market data and analytics are derived from primary and secondary research ,neutral
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ",positive
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ",positive
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier ",negative
"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia ",positive
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+�+�N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+�+�n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy ",neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland ,negative
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 ",neutral
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups ,neutral
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ",negative
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada ,positive
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business ,neutral
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share ",positive
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry ,positive
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland ",neutral
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 ,neutral
The new units should become one of the largest ones within the company ,neutral
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ",negative
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected ",negative
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters ",positive
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley ",neutral
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day ",neutral
The Oulu plant employs approximately 120 people ,neutral
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities ",neutral
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 ",positive
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below ",neutral
"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels ",neutral
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania ",neutral
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty ",neutral
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year ",positive
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months ,negative
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 ,negative
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland ,positive
Coffee will be served starting at 14:30 EET as well as after the event ,neutral
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 ",neutral
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects ,positive
It will report full-year results on August 22 ,neutral
"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG ",neutral
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 ",neutral
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company ,positive
The company website is www.ahlstrom.com ,neutral
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems ",neutral
` Nordic infrastructure construction is one of our strategic growth areas ,neutral
The insurer anticipates its share in Nordea 's net profit to be significant ,positive
"After the transaction , Tikkurila has no powder coatings related operations ",neutral
The results will enable the preparation of a conceptual plant design and capital estimates ,neutral
"no compensation for its news , opinions or distributions ",neutral
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 ,neutral
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 ,positive
"Nordstjernan will make the offer in approximately one month , in September 2007 ",neutral
"Order intake , on the other hand , is expected to be stronger than in 2007 ",positive
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 ,negative
"As part of the transaction , the +�+�nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract ",neutral
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ",positive
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade ",positive
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business ",neutral
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ",negative
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ",neutral
This organization will assume the responsibility for operations in Russia ,neutral
"When dialing in , the participants should quote 877417 as conference ID ",neutral
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter ",neutral
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % ",negative
`` Stonesoft sees great promise in the future of IPv6 ,positive
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard ,neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ",positive
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system ,positive
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . '",neutral
Why not give your bedroom a cool makeover for summer ,neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas ,neutral
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 ,neutral
CapMan made its initial investment in OneMed in June 2006 ,neutral
"In Q1 of 2010 , Bank of +�land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn ",positive
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ",neutral
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements ,neutral
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ",positive
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues ",neutral
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal ,positive
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ",negative
"The competition was received with great enthusiasm by the employees , he goes on ",positive
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax ",neutral
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 ",positive
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ",neutral
The measures taken will cause one-time costs during the final part of 2006 ,neutral
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US ,positive
The beers differ slightly from mainstream beers ,neutral
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation ",neutral
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks ",neutral
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company ",neutral
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres ",neutral
Net profit in the same period in 2006 was (  x20ac ) 172 million ,neutral
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share ",neutral
The share subscription period will expire on 30 September 2007 ,neutral
The new technology improves the glass quality and consistency while increasing throughput ,positive
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow ",neutral
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa ",neutral
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars ,neutral
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter ,neutral
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros ",neutral
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 ",neutral
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said ",neutral
Basware Einvoices Oy will be merged into the parent company during the present fiscal period ,neutral
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets ",neutral
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping ,positive
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage ",neutral
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia ,positive
"The store is located in Poznan in a shopping center named Pestka , the company added ",neutral
The objective of the planned measures is to achieve significant savings in the next few years ,positive
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers ",neutral
The company will also be compensated for acting as a reserve batch plant ,positive
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. ",neutral
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years ",negative
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry ",neutral
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ",positive
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . ',neutral
The price will be specified at the completion date ,neutral
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ",neutral
City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU ,neutral
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ",neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal ,negative
"The device can also be used for theft protection and positioning of vehicles , boats and other assets ",neutral
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid ",negative
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ",neutral
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme ",negative
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 ,neutral
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. ",positive
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ",neutral
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added ",neutral
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ",neutral
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard ",neutral
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 ",negative
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum ",neutral
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago ,positive
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities ,neutral
The value of the total investment is about EUR 600mn ,neutral
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion ,positive
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers ,positive
More than a third of the original participants dropped out due to nausea and other side effects ,negative
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data ",positive
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 ",negative
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues ,neutral
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 ,negative
